Tax	TotalReads	MeanDamage	AIS1_reads	AIS1_damage	BV1_reads	BV1_damage	BV2_reads	BV2_damage	BV3_reads	BV3_damage	EM1_reads	EM1_damage	EM2_reads	EM2_damage	EM3_reads	EM3_damage	EM4_reads	EM4_damage	LG1_reads	LG1_damage	LG2_reads	LG2_damage	LG3_reads	LG3_damage	LG4_reads	LG4_damage	LG5_reads	LG5_damage	LG6_reads	LG6_damage	LG7_reads	LG7_damage	MA1_reads	MA1_damage	MA2_reads	MA2_damage	MBL1_reads	MBL1_damage	MBL2_reads	MBL2_damage	MV1_reads	MV1_damage	MV2_reads	MV2_damage	NC1_reads	NC1_damage	NC2_reads	NC2_damage	NC3_reads	NC3_damage	NC4_reads	NC4_damage	NC5_reads	NC5_damage	PC1_reads	PC1_damage	PM1_reads	PM1_damage	PM2_reads	PM2_damage	RM1_reads	RM1_damage	RM2_reads	RM2_damage	TaxPath
439005:GB_GCA_020062205.1:subspecies	1384	0.134	0	NA	5	0.0	2	0.0	20	0.2	0	NA	0	NA	0	NA	0	NA	4	0.0	2	0.0	5	0.0	0	NA	0	NA	1	0.0	2	0.0	1089	0.1304	175	0.0769	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	79	0.3333	0	NA	0	NA	0	NA	"439005:GB_GCA_020062205.1:subspecies;439004:s__VGWY01 sp020062205:species;439003:g__VGWY01:genus;296385:f__SM23-35:family;276731:o__Thermodesulfovibrionales:order;276730:c__Thermodesulfovibrionia:class;257589:p__Nitrospirota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
439004:s__VGWY01 sp020062205:species	1384	0.134	0	NA	5	0.0	2	0.0	20	0.2	0	NA	0	NA	0	NA	0	NA	4	0.0	2	0.0	5	0.0	0	NA	0	NA	1	0.0	2	0.0	1089	0.1304	175	0.0769	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	79	0.3333	0	NA	0	NA	0	NA	"439004:s__VGWY01 sp020062205:species;439003:g__VGWY01:genus;296385:f__SM23-35:family;276731:o__Thermodesulfovibrionales:order;276730:c__Thermodesulfovibrionia:class;257589:p__Nitrospirota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
248965:g__Limnohabitans_A:genus	1377	0.065	10	0.0	8	0.0	0	NA	9	0.0	6	0.0	14	0.0	56	0.0556	53	0.0556	11	0.0	12	0.1667	2	0.0	3	0.0	5	0.0	131	0.0	39	0.0	0	NA	1	0.0	16	0.1111	38	0.0769	47	0.0417	67	0.0385	7	0.0	0	NA	6	0.5	10	0.0	23	0.0	6	0.0	4	0.0	0	NA	120	0.0682	673	0.0898	"248965:g__Limnohabitans_A:genus;233990:f__Burkholderiaceae_B:family;137197:o__Burkholderiales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
393306:GB_GCA_016781725.1:subspecies	1376	0.029	1	0.0	0	NA	1	0.0	88	0.0	0	NA	0	NA	0	NA	1	0.0	11	0.0	8	0.0	0	NA	0	NA	0	NA	2	0.0	2	0.0	0	NA	0	NA	285	0.0417	877	0.0315	0	NA	2	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	93	0.0	0	NA	0	NA	0	NA	5	0.0	"393306:GB_GCA_016781725.1:subspecies;393304:s__Rubrobacter_D sp016781725:species;377028:g__Rubrobacter_D:genus;332085:f__Rubrobacteraceae:family;332084:o__Rubrobacterales:order;332083:c__Rubrobacteria:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
393304:s__Rubrobacter_D sp016781725:species	1376	0.029	1	0.0	0	NA	1	0.0	88	0.0	0	NA	0	NA	0	NA	1	0.0	11	0.0	8	0.0	0	NA	0	NA	0	NA	2	0.0	2	0.0	0	NA	0	NA	285	0.0417	877	0.0315	0	NA	2	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	93	0.0	0	NA	0	NA	0	NA	5	0.0	"393304:s__Rubrobacter_D sp016781725:species;377028:g__Rubrobacter_D:genus;332085:f__Rubrobacteraceae:family;332084:o__Rubrobacterales:order;332083:c__Rubrobacteria:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
275484:f__Melioribacteraceae:family	1376	0.141	0	NA	44	0.0	41	0.0	5	0.0	0	NA	1	0.0	4	0.0	12	0.0	132	0.1379	47	0.0	61	0.0769	55	0.0714	39	0.0	47	0.0909	21	0.25	83	0.0667	56	0.0	7	0.0	6	0.0	8	0.0	10	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	665	0.2282	0	NA	10	0.0	22	0.0	"275484:f__Melioribacteraceae:family;273037:o__Ignavibacteriales:order;273036:c__Ignavibacteria:class;173790:p__Bacteroidota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
420555:g__SYBY01:genus	1372	0.024	1	0.0	0	NA	18	0.0	226	0.0377	0	NA	0	NA	1	0.0	2	0.0	62	0.0	318	0.0145	2	0.0	0	NA	2	0.0	13	0.0	24	0.0	0	NA	1	0.0	196	0.0341	335	0.0314	13	0.0	16	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	142	0.0171	0	NA	0	NA	0	NA	0	NA	"420555:g__SYBY01:genus;242819:f__Solirubrobacteraceae:family;242818:o__Solirubrobacterales:order;242817:c__Thermoleophilia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
438358:GB_GCA_019313385.1:subspecies	1371	0.065	0	NA	0	NA	0	NA	3	0.5	0	NA	0	NA	0	NA	0	NA	892	0.0444	122	0.0571	132	0.1	67	0.0833	38	0.2222	91	0.1579	20	0.0	2	0.0	1	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	3	0.0	0	NA	0	NA	0	NA	"438358:GB_GCA_019313385.1:subspecies;438357:s__UBA2210 sp019313385:species;360127:g__UBA2210:genus;360126:f__UBA2210:family;269314:o__Syntrophales:order;269313:c__Syntrophia:class;238248:p__Desulfobacterota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
438357:s__UBA2210 sp019313385:species	1371	0.065	0	NA	0	NA	0	NA	3	0.5	0	NA	0	NA	0	NA	0	NA	892	0.0444	122	0.0571	132	0.1	67	0.0833	38	0.2222	91	0.1579	20	0.0	2	0.0	1	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	3	0.0	0	NA	0	NA	0	NA	"438357:s__UBA2210 sp019313385:species;360127:g__UBA2210:genus;360126:f__UBA2210:family;269314:o__Syntrophales:order;269313:c__Syntrophia:class;238248:p__Desulfobacterota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
400317:GB_GCA_019348575.1:subspecies	1368	0.041	0	NA	0	NA	5	0.0	112	0.0698	0	NA	0	NA	0	NA	0	NA	18	0.0	837	0.039	0	NA	0	NA	2	0.0	3	0.0	37	0.0526	0	NA	0	NA	55	0.08	275	0.0273	2	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	22	0.0909	0	NA	0	NA	0	NA	0	NA	"400317:GB_GCA_019348575.1:subspecies;400316:s__CADCVQ01 sp019348575:species;400315:g__CADCVQ01:genus;242819:f__Solirubrobacteraceae:family;242818:o__Solirubrobacterales:order;242817:c__Thermoleophilia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
400316:s__CADCVQ01 sp019348575:species	1368	0.041	0	NA	0	NA	5	0.0	112	0.0698	0	NA	0	NA	0	NA	0	NA	18	0.0	837	0.039	0	NA	0	NA	2	0.0	3	0.0	37	0.0526	0	NA	0	NA	55	0.08	275	0.0273	2	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	22	0.0909	0	NA	0	NA	0	NA	0	NA	"400316:s__CADCVQ01 sp019348575:species;400315:g__CADCVQ01:genus;242819:f__Solirubrobacteraceae:family;242818:o__Solirubrobacterales:order;242817:c__Thermoleophilia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
347770:g__RHKX01:genus	1366	0.031	0	NA	1	0.0	3	0.0	626	0.0408	0	NA	3	0.0	1	0.0	4	0.0	32	0.0	73	0.0	0	NA	0	NA	2	0.0	5	0.0	5	0.0	0	NA	0	NA	193	0.0267	335	0.0333	5	0.0	19	0.0	0	NA	0	NA	1	0.0	3	0.0	0	NA	54	0.0	0	NA	0	NA	1	0.0	0	NA	"347770:g__RHKX01:genus;298182:f__70-9:family;242818:o__Solirubrobacterales:order;242817:c__Thermoleophilia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
271291:g__Haemophilus_A:genus	1363	0.014	4	0.0	6	0.0	0	NA	1	0.0	0	NA	6	0.0	93	0.0	799	0.024	8	0.0	0	NA	1	0.0	0	NA	5	0.0	2	0.0	1	0.0	4	0.0	18	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	1	0.0	1	0.0	4	0.0	78	0.0	9	0.0	0	NA	2	0.0	320	0.0	"271291:g__Haemophilus_A:genus;171066:f__Pasteurellaceae:family;145555:o__Enterobacterales_A:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
305986:o__Acidiferrobacterales:order	1363	0.077	1	0.0	0	NA	2	0.0	13	0.0	0	NA	0	NA	4	0.5	25	0.0667	31	0.0	18	0.1	69	0.1364	14	0.5	16	0.0	15	0.3333	10	0.25	6	0.0	7	0.0	185	0.0914	269	0.0622	104	0.0238	186	0.0671	0	NA	0	NA	0	NA	1	0.0	1	0.0	1	0.0	18	0.125	0	NA	65	0.1154	302	0.0577	"305986:o__Acidiferrobacterales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
2461:f__Methanocomedenaceae:family	1360	0.167	0	NA	2	0.0	0	NA	33	0.1818	0	NA	0	NA	0	NA	0	NA	184	0.0215	67	0.0714	471	0.2541	38	0.0	29	0.1818	104	0.1739	22	0.25	172	0.1707	144	0.0357	0	NA	0	NA	1	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	92	0.3214	0	NA	0	NA	1	0.0	"2461:f__Methanocomedenaceae:family;5:o__Methanosarcinales:order;4:c__Methanosarcinia:class;3:p__Halobacteriota:phylum;2:d__Archaea:superkingdom;1:root:no rank"
293998:o__Rokubacteriales:order	1359	0.038	0	NA	1	0.0	7	0.0	34	0.1333	0	NA	0	NA	4	0.0	1	0.0	18	0.0	48	0.0	4	0.0	1	0.0	22	0.0	10	0.0	15	0.1	10	0.0	7	0.0	131	0.0422	287	0.069	104	0.0236	474	0.0161	0	NA	0	NA	0	NA	0	NA	0	NA	28	0.0	9	0.0	0	NA	21	0.0	123	0.082	"293998:o__Rokubacteriales:order;293997:c__Methylomirabilia:class;293996:p__Methylomirabilota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
493174:RS_GCF_000520515.1:subspecies	1355	0.026	0	NA	2	0.0	3	0.0	77	0.15	0	NA	0	NA	0	NA	3	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	4	0.0	1231	0.0195	0	NA	0	NA	28	0.0	2	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	5	0.0	0	NA	0	NA	0	NA	0	NA	"493174:RS_GCF_000520515.1:subspecies;493173:s__Arthrobacter_D sp000520515:species;326109:g__Arthrobacter_D:genus;187121:f__Micrococcaceae:family;171647:o__Actinomycetales:order;101056:c__Actinomycetia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
493173:s__Arthrobacter_D sp000520515:species	1355	0.026	0	NA	2	0.0	3	0.0	77	0.15	0	NA	0	NA	0	NA	3	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	4	0.0	1231	0.0195	0	NA	0	NA	28	0.0	2	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	5	0.0	0	NA	0	NA	0	NA	0	NA	"493173:s__Arthrobacter_D sp000520515:species;326109:g__Arthrobacter_D:genus;187121:f__Micrococcaceae:family;171647:o__Actinomycetales:order;101056:c__Actinomycetia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
363297:GB_GCA_007280345.1:subspecies	1355	0.104	0	NA	0	NA	2	0.0	12	0.0	0	NA	0	NA	0	NA	0	NA	61	0.0	41	0.2	22	0.1111	38	0.1538	27	0.1818	26	0.0	6	0.0	526	0.1351	563	0.0743	0	NA	2	0.0	1	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	23	0.2857	0	NA	0	NA	5	0.0	"363297:GB_GCA_007280345.1:subspecies;363296:s__QYQD01 sp007280345:species;363295:g__QYQD01:genus;363294:f__QYQD01:family;363293:o__QYQD01:order;363292:c__QYQD01:class;238248:p__Desulfobacterota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
363296:s__QYQD01 sp007280345:species	1355	0.104	0	NA	0	NA	2	0.0	12	0.0	0	NA	0	NA	0	NA	0	NA	61	0.0	41	0.2	22	0.1111	38	0.1538	27	0.1818	26	0.0	6	0.0	526	0.1351	563	0.0743	0	NA	2	0.0	1	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	23	0.2857	0	NA	0	NA	5	0.0	"363296:s__QYQD01 sp007280345:species;363295:g__QYQD01:genus;363294:f__QYQD01:family;363293:o__QYQD01:order;363292:c__QYQD01:class;238248:p__Desulfobacterota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
503611:GB_GCA_013813955.1:subspecies	1354	0.023	0	NA	0	NA	19	0.0	302	0.0244	0	NA	0	NA	0	NA	0	NA	29	0.0	238	0.0187	0	NA	0	NA	1	0.0	8	0.0	17	0.0	0	NA	0	NA	142	0.0179	459	0.0314	9	0.0	8	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	121	0.0196	0	NA	0	NA	0	NA	1	0.0	"503611:GB_GCA_013813955.1:subspecies;503610:s__CADCVQ01 sp013813955:species;400315:g__CADCVQ01:genus;242819:f__Solirubrobacteraceae:family;242818:o__Solirubrobacterales:order;242817:c__Thermoleophilia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
503610:s__CADCVQ01 sp013813955:species	1354	0.023	0	NA	0	NA	19	0.0	302	0.0244	0	NA	0	NA	0	NA	0	NA	29	0.0	238	0.0187	0	NA	0	NA	1	0.0	8	0.0	17	0.0	0	NA	0	NA	142	0.0179	459	0.0314	9	0.0	8	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	121	0.0196	0	NA	0	NA	0	NA	1	0.0	"503610:s__CADCVQ01 sp013813955:species;400315:g__CADCVQ01:genus;242819:f__Solirubrobacteraceae:family;242818:o__Solirubrobacterales:order;242817:c__Thermoleophilia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
298245:g__UBA9959:genus	1352	0.099	0	NA	1	0.0	1	0.0	22	0.0	0	NA	0	NA	0	NA	0	NA	74	0.087	25	0.1176	55	0.0625	86	0.0	458	0.1124	40	0.129	27	0.1667	365	0.0992	130	0.1364	9	0.6667	15	0.0	4	0.0	7	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	24	0.0	0	NA	1	0.0	8	0.0	"298245:g__UBA9959:genus;298244:f__UBA9959:family;264459:o__Elusimicrobiales:order;264458:c__Elusimicrobia:class;264457:p__Elusimicrobiota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
254227:f__Microtrichaceae:family	1350	0.038	9	0.0	6	0.0	15	0.25	65	0.0497	3	0.0	1	0.0	7	0.0	19	0.0	12	0.3333	132	0.1117	2	0.0	2	0.0	2	0.0	36	0.0	66	0.0316	3	0.0	2	0.0	42	0.0	140	0.0	162	0.0164	508	0.0335	1	0.0	0	NA	2	0.0	2	0.0	1	0.0	44	0.05	2	0.0	1	0.0	8	0.0	55	0.0357	"254227:f__Microtrichaceae:family;246208:o__Acidimicrobiales:order;245798:c__Acidimicrobiia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
213:g__Nitrosopumilus:genus	1350	0.105	0	NA	0	NA	0	NA	1	0.0	0	NA	2	0.0	3	0.0	27	0.2	3	0.0	1	0.0	8	0.25	0	NA	0	NA	3	0.0	0	NA	8	0.32	3	0.0	150	0.2083	77	0.25	164	0.0789	149	0.0357	0	NA	0	NA	0	NA	0	NA	0	NA	1	0.0	1	0.0	0	NA	318	0.1125	431	0.0638	"213:g__Nitrosopumilus:genus;212:f__Nitrosopumilaceae:family;211:o__Nitrososphaerales:order;210:c__Nitrososphaeria:class;87:p__Thermoproteota:phylum;2:d__Archaea:superkingdom;1:root:no rank"
346952:o__B26-G9:order	1349	0.1	0	NA	2	0.0	4	0.0	4	0.0	0	NA	0	NA	0	NA	1	0.0	641	0.0329	80	0.1111	105	0.1579	149	0.1746	57	0.0	100	0.1724	36	0.1111	66	0.2222	69	0.25	1	1.0	1	0.0	1	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	29	0.2857	0	NA	0	NA	3	0.0	"346952:o__B26-G9:order;284416:c__Koll11:class;284415:p__Omnitrophota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
346953:f__B26-G9:family	1347	0.1	0	NA	2	0.0	4	0.0	4	0.0	0	NA	0	NA	0	NA	1	0.0	641	0.0329	80	0.1111	105	0.1579	149	0.1746	57	0.0	100	0.1724	36	0.1111	66	0.2222	68	0.25	1	1.0	0	NA	1	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	29	0.2857	0	NA	0	NA	3	0.0	"346953:f__B26-G9:family;346952:o__B26-G9:order;284416:c__Koll11:class;284415:p__Omnitrophota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
280099:f__UBA12049:family	1346	0.077	2	0.0	12	0.0	11	0.0	25	0.0	0	NA	1	0.0	7	0.0	53	0.2143	186	0.0	34	0.1429	358	0.1233	87	0.0	26	0.0	81	0.1429	26	0.0	38	0.0	39	0.0	28	0.2	30	0.0769	41	0.0769	90	0.0071	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	42	0.3846	0	NA	34	0.1	95	0.0	"280099:f__UBA12049:family;280098:o__Levybacterales:order;261155:c__Microgenomatia:class;249843:p__Patescibacteria:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
253211:o__Terriglobales:order	1345	0.076	6	0.0	8	0.5	6	0.0	48	0.0667	3	0.0	4	0.0	13	0.0	23	0.1429	81	0.0608	45	0.0625	10	0.0	6	0.0	32	0.0	22	0.0	16	0.0	37	0.1	20	0.25	80	0.2917	223	0.1154	117	0.0533	260	0.054	0	NA	0	NA	3	0.375	18	0.0	18	0.0	36	0.0	15	0.0	4	0.0	34	0.0	157	0.0274	"253211:o__Terriglobales:order;251792:c__Terriglobia:class;232780:p__Acidobacteriota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
412610:g__ARS1013:genus	1344	0.085	0	NA	1	0.0	1	0.0	1	0.0	0	NA	0	NA	0	NA	0	NA	183	0.0877	188	0.1111	560	0.0848	88	0.0	32	0.0	244	0.1228	40	0.0	5	0.0	1	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	"412610:g__ARS1013:genus;412609:f__ARS1013:family;252026:o__Dehalococcoidales:order;252025:c__Dehalococcoidia:class;252024:p__Chloroflexota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
412609:f__ARS1013:family	1344	0.085	0	NA	1	0.0	1	0.0	1	0.0	0	NA	0	NA	0	NA	0	NA	183	0.0877	188	0.1111	560	0.0848	88	0.0	32	0.0	244	0.1228	40	0.0	5	0.0	1	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	"412609:f__ARS1013:family;252026:o__Dehalococcoidales:order;252025:c__Dehalococcoidia:class;252024:p__Chloroflexota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
293999:f__CSP1-6:family	1343	0.038	0	NA	1	0.0	7	0.0	34	0.1333	0	NA	0	NA	4	0.0	1	0.0	18	0.0	46	0.0	4	0.0	1	0.0	22	0.0	10	0.0	15	0.1	10	0.0	7	0.0	129	0.0431	283	0.0699	104	0.0236	469	0.0161	0	NA	0	NA	0	NA	0	NA	0	NA	27	0.0	9	0.0	0	NA	20	0.0	122	0.0837	"293999:f__CSP1-6:family;293998:o__Rokubacteriales:order;293997:c__Methylomirabilia:class;293996:p__Methylomirabilota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
456377:GB_GCA_018702715.1:subspecies	1341	0.095	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	559	0.0667	241	0.0769	243	0.1856	96	0.0714	86	0.0667	85	0.1154	30	0.1429	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	1	0.0	0	NA	0	NA	0	NA	"456377:GB_GCA_018702715.1:subspecies;456376:s__Desulfobacula sp018702715:species;271176:g__Desulfobacula:genus;271175:f__Desulfobacteraceae:family;271174:o__Desulfobacterales:order;271173:c__Desulfobacteria:class;238248:p__Desulfobacterota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
456376:s__Desulfobacula sp018702715:species	1341	0.095	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	559	0.0667	241	0.0769	243	0.1856	96	0.0714	86	0.0667	85	0.1154	30	0.1429	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	1	0.0	0	NA	0	NA	0	NA	"456376:s__Desulfobacula sp018702715:species;271176:g__Desulfobacula:genus;271175:f__Desulfobacteraceae:family;271174:o__Desulfobacterales:order;271173:c__Desulfobacteria:class;238248:p__Desulfobacterota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
1921:c__E2:class	1340	0.096	0	NA	0	NA	5	0.0	99	0.125	0	NA	0	NA	0	NA	0	NA	485	0.0744	218	0.1017	123	0.0857	65	0.0	55	0.0714	82	0.1304	18	0.0	83	0.0625	45	0.0667	1	0.0	0	NA	1	0.0	1	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	59	0.4167	0	NA	0	NA	0	NA	"1921:c__E2:class;318:p__Thermoplasmatota:phylum;2:d__Archaea:superkingdom;1:root:no rank"
413471:g__Patulibacter:genus	1339	0.011	0	NA	3	0.0	17	0.0	205	0.0349	0	NA	3	0.0	5	0.0	5	0.0	52	0.0	292	0.0	0	NA	0	NA	6	0.0	8	0.0	51	0.0	0	NA	10	0.0	174	0.0133	320	0.0144	6	0.0	23	0.0	0	NA	0	NA	0	NA	5	0.0	5	0.0	132	0.0	1	0.0	0	NA	7	0.0	9	0.0	"413471:g__Patulibacter:genus;242819:f__Solirubrobacteraceae:family;242818:o__Solirubrobacterales:order;242817:c__Thermoleophilia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
313749:g__Hylemonella:genus	1334	0.037	28	0.0	15	0.0	2	0.0	8	0.0	7	0.0	18	0.0	35	0.0625	132	0.0	8	0.5	11	0.0	0	NA	4	0.0	8	0.0	93	0.0	44	0.1333	57	0.0	0	NA	14	0.0	30	0.1	29	0.0909	48	0.0	18	0.0	0	NA	24	0.0	42	0.0	68	0.0337	5	0.0	0	NA	2	0.0	84	0.0606	500	0.0495	"313749:g__Hylemonella:genus;233990:f__Burkholderiaceae_B:family;137197:o__Burkholderiales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
199302:g__Ralstonia:genus	1334	0.007	4	0.0	1	0.0	0	NA	3	0.0	1	0.0	5	0.0	3	0.0	9	0.0	1	0.0	2	0.0	0	NA	0	NA	8	0.0	10	0.0	23	0.125	0	NA	1	0.0	10	0.0	2	0.0	4	0.0	19	0.0	12	0.0879	0	NA	135	0.0	471	0.0036	558	0.0072	0	NA	1	0.0	1	0.0	9	0.0	41	0.0	"199302:g__Ralstonia:genus;147451:f__Burkholderiaceae:family;137197:o__Burkholderiales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
370367:g__Gp6-AA40:genus	1332	0.067	2	0.0	4	0.0	2	0.0	10	0.0	0	NA	5	0.0	2	0.0	6	0.0	5	0.0	8	0.0	2	0.0	69	0.087	5	0.0	4	0.0	3	0.0	4	0.0	1	0.0	202	0.0979	286	0.0588	152	0.0556	368	0.0602	0	NA	0	NA	3	0.0	2	0.0	1	0.0	4	0.0	1	0.0	1	0.0	27	0.25	153	0.0645	"370367:g__Gp6-AA40:genus;296762:f__UBA2999:family;296761:o__Vicinamibacterales:order;286859:c__Vicinamibacteria:class;232780:p__Acidobacteriota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
288509:f__Thermoguttaceae:family	1332	0.073	1	0.0	1	0.0	2	0.0	9	0.0	0	NA	1	0.0	0	NA	4	0.0	278	0.0323	229	0.0986	76	0.1111	37	0.1818	161	0.1346	87	0.1	32	0.1818	56	0.0556	115	0.0303	26	0.0	36	0.0	22	0.1	56	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	10	0.0	48	0.0625	0	NA	10	0.0	35	0.0909	"288509:f__Thermoguttaceae:family;267818:o__Pirellulales:order;260319:c__Planctomycetia:class;260318:p__Planctomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
350718:o__UBA6952:order	1328	0.057	0	NA	0	NA	0	NA	3	0.0	0	NA	0	NA	0	NA	1	0.0	1	0.0	1	0.0	3	0.0	1	0.0	1	0.0	2	0.0	2	0.0	9	0.1429	2	0.0	4	0.0	18	0.2	0	NA	4	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	1	0.0	1	0.0	0	NA	150	0.0326	1124	0.0581	"350718:o__UBA6952:order;252025:c__Dehalococcoidia:class;252024:p__Chloroflexota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
239416:f__Carnobacteriaceae:family	1327	0.026	1	0.0	45	0.125	3	0.0	75	0.1765	2	0.0	21	0.2	179	0.0	608	0.0	22	0.0	6	0.0	1	0.0	3	0.0	59	0.0	9	0.0	11	0.0	4	0.0	1	0.0	3	0.0	1	0.0	0	NA	2	0.0	1	0.0	0	NA	17	0.0	63	0.1905	35	0.0	13	0.0	8	0.0	1	0.0	6	0.0	127	0.0	"239416:f__Carnobacteriaceae:family;92156:o__Lactobacillales:order;63358:c__Bacilli:class;63357:p__Bacillota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
511138:RS_GCF_902497625.1:subspecies	1327	0.019	0	NA	0	NA	0	NA	0	NA	0	NA	1	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	1323	0.0193	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	1	0.0	0	NA	0	NA	0	NA	0	NA	2	0.0	"511138:RS_GCF_902497625.1:subspecies;511137:s__Pseudomonas_E fluorescens_BQ:species;154229:g__Pseudomonas_E:genus;108194:f__Pseudomonadaceae:family;108193:o__Pseudomonadales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
