TaxNodeID	TaxName	TotalReads	Duplicity	MeanDust	Damage+1	Damage-1	MeanLength	ANI	AvgReadGC	AvgRefGC	UniqueKmers	RatioDupKmers	TotalAlignments	taxpath
227325	"f__Xanthobacteraceae"	8	1.02	2.5	0.0	0.0	78.88	0.9697	0.607	0.617	398	0.022	107	"227325:f__Xanthobacteraceae:family;161314:o__Rhizobiales:order;159315:c__Alphaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
14528	"f__Enterobacteriaceae"	8	1.02	2.86	0.0	0.0	42.12	0.9845	0.393	0.431	111	0.018	52	"14528:f__Enterobacteriaceae:family;14527:o__Enterobacterales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
14527	"o__Enterobacterales"	8	1.02	2.86	0.0	0.0	42.12	0.9845	0.393	0.431	111	0.018	52	"14527:o__Enterobacterales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
227326	"g__Bradyrhizobium"	6	1.02	2.51	0.0	0.0	83.5	0.9727	0.638	0.641	325	0.024	47	"227326:g__Bradyrhizobium:genus;227325:f__Xanthobacteraceae:family;161314:o__Rhizobiales:order;159315:c__Alphaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
242500	"g__Halomonas"	5	1.0	1.92	0.0	0.0	35.8	0.9808	0.577	0.594	39	0.0	11	"242500:g__Halomonas:genus;242499:f__Halomonadaceae:family;108193:o__Pseudomonadales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
242499	"f__Halomonadaceae"	5	1.0	1.92	0.0	0.0	35.8	0.9808	0.577	0.594	39	0.0	11	"242499:f__Halomonadaceae:family;108193:o__Pseudomonadales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
219099	"g__Rhodococcus"	5	0.99	2.25	0.0	0.0	66.4	0.9897	0.639	0.642	193	0	12	"219099:g__Rhodococcus:genus;101058:f__Mycobacteriaceae:family;101057:o__Mycobacteriales:order;101056:c__Actinomycetia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
251232	"g__Methylobacterium"	4	1.02	1.61	0.0	0	60.75	0.9745	0.562	0.593	129	0.015	7	"251232:g__Methylobacterium:genus;251231:f__Beijerinckiaceae:family;161314:o__Rhizobiales:order;159315:c__Alphaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
251231	"f__Beijerinckiaceae"	4	1.02	1.61	0.0	0	60.75	0.9745	0.562	0.593	129	0.015	7	"251231:f__Beijerinckiaceae:family;161314:o__Rhizobiales:order;159315:c__Alphaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
108194	"f__Pseudomonadaceae"	4	1.0	4.02	0.0	0	34.0	0.9913	0.481	0.487	24	0.0	541	"108194:f__Pseudomonadaceae:family;108193:o__Pseudomonadales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
177469	"o__Xanthomonadales"	4	1.0	2.46	0.0	0.0	57.0	0.9777	0.611	0.646	116	0.0	83	"177469:o__Xanthomonadales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
225121	"RS_GCF_000368045.1"	4	1.0	4.79	0	0.0	50.0	0.9792	0.353	0.385	88	0.0	4	"225121:RS_GCF_000368045.1:subspecies;225078:s__Acinetobacter johnsonii:species;115235:g__Acinetobacter:genus;115234:f__Moraxellaceae:family;108193:o__Pseudomonadales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
225078	"s__Acinetobacter johnsonii"	4	1.0	4.79	0	0.0	50.0	0.9792	0.353	0.385	88	0.0	4	"225078:s__Acinetobacter johnsonii:species;115235:g__Acinetobacter:genus;115234:f__Moraxellaceae:family;108193:o__Pseudomonadales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
497912	"GB_GCA_002840125.1"	4	1.0	2.5	0	0.0	36.0	0.9729	0.361	0.382	32	0.0	4	"497912:GB_GCA_002840125.1:subspecies;497911:s__Rheinheimera sp002840125:species;301954:g__Rheinheimera:genus;225214:f__Alteromonadaceae:family;145555:o__Enterobacterales_A:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
497911	"s__Rheinheimera sp002840125"	4	1.0	2.5	0	0.0	36.0	0.9729	0.361	0.382	32	0.0	4	"497911:s__Rheinheimera sp002840125:species;301954:g__Rheinheimera:genus;225214:f__Alteromonadaceae:family;145555:o__Enterobacterales_A:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
170478	"g__Citrobacter"	4	1.0	2.56	0.0	0.0	36.0	0.9894	0.303	0.306	32	0.0	35	"170478:g__Citrobacter:genus;14528:f__Enterobacteriaceae:family;14527:o__Enterobacterales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
175271	"g__Corynebacterium"	4	1.0	1.7	0.0	0.0	53.5	0.9828	0.603	0.593	102	0.0	13	"175271:g__Corynebacterium:genus;101058:f__Mycobacteriaceae:family;101057:o__Mycobacteriales:order;101056:c__Actinomycetia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
233990	"f__Burkholderiaceae_B"	4	1.0	1.98	0.1099	0.0	40.5	0.9789	0.642	0.646	50	0.0	88	"233990:f__Burkholderiaceae_B:family;137197:o__Burkholderiales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
154229	"g__Pseudomonas_E"	3	1.0	4.71	0.0	0	33.33	0.9889	0.549	0.562	16	0.0	15	"154229:g__Pseudomonas_E:genus;108194:f__Pseudomonadaceae:family;108193:o__Pseudomonadales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
177040	"o__Propionibacteriales"	3	1.0	1.38	0	0.0	44.0	0.9841	0.588	0.588	48	0.0	4	"177040:o__Propionibacteriales:order;101056:c__Actinomycetia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
386081	"RS_GCF_014649015.1"	3	1.0	1.88	0	0	37.33	0.9896	0.303	0.312	28	0.0	3	"386081:RS_GCF_014649015.1:subspecies;386079:s__Streptomyces narbonensis:species;207082:g__Streptomyces:genus;207081:f__Streptomycetaceae:family;207080:o__Streptomycetales:order;101056:c__Actinomycetia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
386079	"s__Streptomyces narbonensis"	3	1.0	1.88	0	0	37.33	0.9896	0.303	0.312	28	0.0	3	"386079:s__Streptomyces narbonensis:species;207082:g__Streptomyces:genus;207081:f__Streptomycetaceae:family;207080:o__Streptomycetales:order;101056:c__Actinomycetia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
207082	"g__Streptomyces"	3	1.0	1.88	0	0	37.33	0.9896	0.303	0.312	28	0.0	3	"207082:g__Streptomyces:genus;207081:f__Streptomycetaceae:family;207080:o__Streptomycetales:order;101056:c__Actinomycetia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
207081	"f__Streptomycetaceae"	3	1.0	1.88	0	0	37.33	0.9896	0.303	0.312	28	0.0	3	"207081:f__Streptomycetaceae:family;207080:o__Streptomycetales:order;101056:c__Actinomycetia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
207080	"o__Streptomycetales"	3	1.0	1.88	0	0	37.33	0.9896	0.303	0.312	28	0.0	3	"207080:o__Streptomycetales:order;101056:c__Actinomycetia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
236419	"RS_GCF_001894785.1"	3	1.0	1.79	0.0	0.0	47.67	0.9943	0.634	0.643	59	0.0	3	"236419:RS_GCF_001894785.1:subspecies;236404:s__Rhodococcus fascians:species;219099:g__Rhodococcus:genus;101058:f__Mycobacteriaceae:family;101057:o__Mycobacteriales:order;101056:c__Actinomycetia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
236404	"s__Rhodococcus fascians"	3	1.0	1.79	0.0	0.0	47.67	0.9943	0.634	0.643	59	0.0	3	"236404:s__Rhodococcus fascians:species;219099:g__Rhodococcus:genus;101058:f__Mycobacteriaceae:family;101057:o__Mycobacteriales:order;101056:c__Actinomycetia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
147451	"f__Burkholderiaceae"	3	0.99	2.51	0.0	0.0	82.67	0.9892	0.687	0.677	165	0	8	"147451:f__Burkholderiaceae:family;137197:o__Burkholderiales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
275876	"f__Rhodanobacteraceae"	2	1.0	1.41	0.0	0.0	45.5	0.9726	0.576	0.582	35	0.0	5	"275876:f__Rhodanobacteraceae:family;177469:o__Xanthomonadales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
177470	"f__Xanthomonadaceae"	2	1.0	3.52	0	0	68.5	0.9827	0.645	0.689	81	0.0	78	"177470:f__Xanthomonadaceae:family;177469:o__Xanthomonadales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
161315	"f__Rhizobiaceae"	2	1.0	1.48	0.0	0.0	33.5	1.0	0.537	0.537	11	0.0	4	"161315:f__Rhizobiaceae:family;161314:o__Rhizobiales:order;159315:c__Alphaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
218165	"RS_GCF_006757745.1"	2	1.0	2.27	0	0	49.0	1.0	0.272	0.265	42	0.0	2	"218165:RS_GCF_006757745.1:subspecies;218119:s__Acinetobacter radioresistens:species;115235:g__Acinetobacter:genus;115234:f__Moraxellaceae:family;108193:o__Pseudomonadales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
218119	"s__Acinetobacter radioresistens"	2	1.0	2.27	0	0	49.0	1.0	0.272	0.265	42	0.0	2	"218119:s__Acinetobacter radioresistens:species;115235:g__Acinetobacter:genus;115234:f__Moraxellaceae:family;108193:o__Pseudomonadales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
177258	"RS_GCF_003030305.1"	2	1.0	1.69	0	0.0	45.0	1.0	0.62	0.622	34	0.0	2	"177258:RS_GCF_003030305.1:subspecies;177043:s__Cutibacterium acnes:species;177042:g__Cutibacterium:genus;177041:f__Propionibacteriaceae:family;177040:o__Propionibacteriales:order;101056:c__Actinomycetia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
177043	"s__Cutibacterium acnes"	2	1.0	1.69	0	0.0	45.0	1.0	0.62	0.622	34	0.0	2	"177043:s__Cutibacterium acnes:species;177042:g__Cutibacterium:genus;177041:f__Propionibacteriaceae:family;177040:o__Propionibacteriales:order;101056:c__Actinomycetia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
177042	"g__Cutibacterium"	2	1.0	1.69	0	0.0	45.0	1.0	0.62	0.622	34	0.0	2	"177042:g__Cutibacterium:genus;177041:f__Propionibacteriaceae:family;177040:o__Propionibacteriales:order;101056:c__Actinomycetia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
177041	"f__Propionibacteriaceae"	2	1.0	1.69	0	0.0	45.0	1.0	0.62	0.622	34	0.0	2	"177041:f__Propionibacteriaceae:family;177040:o__Propionibacteriales:order;101056:c__Actinomycetia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
147452	"g__Burkholderia"	2	0.99	3.12	0.0	0.0	107.5	0.9876	0.682	0.673	160	0	4	"147452:g__Burkholderia:genus;147451:f__Burkholderiaceae:family;137197:o__Burkholderiales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
390042	"RS_GCF_022179185.1"	1	1.0	1.44	0	0	59.0	1.0	0.576	0.576	31	0.0	1	"390042:RS_GCF_022179185.1:subspecies;390041:s__Methylobacterium frigidaeris:species;251232:g__Methylobacterium:genus;251231:f__Beijerinckiaceae:family;161314:o__Rhizobiales:order;159315:c__Alphaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
390041	"s__Methylobacterium frigidaeris"	1	1.0	1.44	0	0	59.0	1.0	0.576	0.576	31	0.0	1	"390041:s__Methylobacterium frigidaeris:species;251232:g__Methylobacterium:genus;251231:f__Beijerinckiaceae:family;161314:o__Rhizobiales:order;159315:c__Alphaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
509318	"RS_GCF_005048205.1"	1	1.0	3.54	0.0	0	94.0	0.9894	0.628	0.617	66	0.0	1	"509318:RS_GCF_005048205.1:subspecies;509317:s__Chitiniphilus eburneus:species;475233:g__Chitiniphilus:genus;355342:f__Chitinibacteraceae:family;137197:o__Burkholderiales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
509317	"s__Chitiniphilus eburneus"	1	1.0	3.54	0.0	0	94.0	0.9894	0.628	0.617	66	0.0	1	"509317:s__Chitiniphilus eburneus:species;475233:g__Chitiniphilus:genus;355342:f__Chitinibacteraceae:family;137197:o__Burkholderiales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
475233	"g__Chitiniphilus"	1	1.0	3.54	0.0	0	94.0	0.9894	0.628	0.617	66	0.0	1	"475233:g__Chitiniphilus:genus;355342:f__Chitinibacteraceae:family;137197:o__Burkholderiales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
355342	"f__Chitinibacteraceae"	1	1.0	3.54	0.0	0	94.0	0.9894	0.628	0.617	66	0.0	1	"355342:f__Chitinibacteraceae:family;137197:o__Burkholderiales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
197356	"g__Aeromonas"	1	1.0	2.46	0.0	0	35.0	0.9714	0.429	0.457	7	0.0	3	"197356:g__Aeromonas:genus;197355:f__Aeromonadaceae:family;145555:o__Enterobacterales_A:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
197355	"f__Aeromonadaceae"	1	1.0	2.46	0.0	0	35.0	0.9714	0.429	0.457	7	0.0	3	"197355:f__Aeromonadaceae:family;145555:o__Enterobacterales_A:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
177471	"g__Xanthomonas"	1	1.0	2.02	0	0	37.0	0.9879	0.541	0.53	9	0.0	74	"177471:g__Xanthomonas:genus;177470:f__Xanthomonadaceae:family;177469:o__Xanthomonadales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
335169	"RS_GCF_022179445.1"	1	1.0	1.3	0	0	49.0	0.9592	0.49	0.49	21	0.0	1	"335169:RS_GCF_022179445.1:subspecies;335166:s__Methylobacterium mesophilicum:species;251232:g__Methylobacterium:genus;251231:f__Beijerinckiaceae:family;161314:o__Rhizobiales:order;159315:c__Alphaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
335166	"s__Methylobacterium mesophilicum"	1	1.0	1.3	0	0	49.0	0.9592	0.49	0.49	21	0.0	1	"335166:s__Methylobacterium mesophilicum:species;251232:g__Methylobacterium:genus;251231:f__Beijerinckiaceae:family;161314:o__Rhizobiales:order;159315:c__Alphaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
466577	"RS_GCF_900406815.1"	1	1.0	2.22	0	0	34.0	0.9706	0.235	0.265	6	0.0	1	"466577:RS_GCF_900406815.1:subspecies;466576:s__Acinetobacter haemolyticus_A:species;115235:g__Acinetobacter:genus;115234:f__Moraxellaceae:family;108193:o__Pseudomonadales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
466576	"s__Acinetobacter haemolyticus_A"	1	1.0	2.22	0	0	34.0	0.9706	0.235	0.265	6	0.0	1	"466576:s__Acinetobacter haemolyticus_A:species;115235:g__Acinetobacter:genus;115234:f__Moraxellaceae:family;108193:o__Pseudomonadales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
226425	"g__Ochrobactrum"	1	1.0	0.81	0.0	0.0	34.0	1.0	0.559	0.559	6	0.0	2	"226425:g__Ochrobactrum:genus;161315:f__Rhizobiaceae:family;161314:o__Rhizobiales:order;159315:c__Alphaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
258749	"GB_GCA_016839165.1"	1	1.0	2.01	0	0	110.0	0.9909	0.573	0.582	82	0.0	1	"258749:GB_GCA_016839165.1:subspecies;258733:s__Bradyrhizobium sp003020075:species;227326:g__Bradyrhizobium:genus;227325:f__Xanthobacteraceae:family;161314:o__Rhizobiales:order;159315:c__Alphaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
258733	"s__Bradyrhizobium sp003020075"	1	1.0	2.01	0	0	110.0	0.9909	0.573	0.582	82	0.0	1	"258733:s__Bradyrhizobium sp003020075:species;227326:g__Bradyrhizobium:genus;227325:f__Xanthobacteraceae:family;161314:o__Rhizobiales:order;159315:c__Alphaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
245152	"RS_GCF_002803605.1"	1	1.0	0.43	0	0	33.0	0.9697	0.394	0.424	5	0.0	1	"245152:RS_GCF_002803605.1:subspecies;245135:s__Acinetobacter pseudolwoffii:species;115235:g__Acinetobacter:genus;115234:f__Moraxellaceae:family;108193:o__Pseudomonadales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
245135	"s__Acinetobacter pseudolwoffii"	1	1.0	0.43	0	0	33.0	0.9697	0.394	0.424	5	0.0	1	"245135:s__Acinetobacter pseudolwoffii:species;115235:g__Acinetobacter:genus;115234:f__Moraxellaceae:family;108193:o__Pseudomonadales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
230304	"RS_GCF_000369065.1"	1	1.0	0.89	0	0.0	36.0	1.0	0.389	0.389	8	0.0	1	"230304:RS_GCF_000369065.1:subspecies;230281:s__Acinetobacter haemolyticus:species;115235:g__Acinetobacter:genus;115234:f__Moraxellaceae:family;108193:o__Pseudomonadales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
230281	"s__Acinetobacter haemolyticus"	1	1.0	0.89	0	0.0	36.0	1.0	0.389	0.389	8	0.0	1	"230281:s__Acinetobacter haemolyticus:species;115235:g__Acinetobacter:genus;115234:f__Moraxellaceae:family;108193:o__Pseudomonadales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
237747	"g__Serratia_J"	1	1.0	4.76	0	0	43.0	0.9767	0.512	0.535	15	0.0	2	"237747:g__Serratia_J:genus;14528:f__Enterobacteriaceae:family;14527:o__Enterobacterales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
379030	"RS_GCF_021555175.1"	1	1.0	0.77	0	0	42.0	0.9524	0.524	0.512	14	0.0	2	"379030:RS_GCF_021555175.1:subspecies;379028:s__Nocardioides alcanivorans:species;270463:g__Nocardioides:genus;270462:f__Nocardioidaceae:family;177040:o__Propionibacteriales:order;101056:c__Actinomycetia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
379028	"s__Nocardioides alcanivorans"	1	1.0	0.77	0	0	42.0	0.9524	0.524	0.512	14	0.0	2	"379028:s__Nocardioides alcanivorans:species;270463:g__Nocardioides:genus;270462:f__Nocardioidaceae:family;177040:o__Propionibacteriales:order;101056:c__Actinomycetia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
270463	"g__Nocardioides"	1	1.0	0.77	0	0	42.0	0.9524	0.524	0.512	14	0.0	2	"270463:g__Nocardioides:genus;270462:f__Nocardioidaceae:family;177040:o__Propionibacteriales:order;101056:c__Actinomycetia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
270462	"f__Nocardioidaceae"	1	1.0	0.77	0	0	42.0	0.9524	0.524	0.512	14	0.0	2	"270462:f__Nocardioidaceae:family;177040:o__Propionibacteriales:order;101056:c__Actinomycetia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
201395	"RS_GCF_002075345.1"	1	1.0	3.23	0.0	0.0	33.0	1.0	0.242	0.242	5	0.0	1	"201395:RS_GCF_002075345.1:subspecies;201364:s__Citrobacter braakii:species;170478:g__Citrobacter:genus;14528:f__Enterobacteriaceae:family;14527:o__Enterobacterales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
201364	"s__Citrobacter braakii"	1	1.0	3.23	0.0	0.0	33.0	1.0	0.242	0.242	5	0.0	1	"201364:s__Citrobacter braakii:species;170478:g__Citrobacter:genus;14528:f__Enterobacteriaceae:family;14527:o__Enterobacterales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
394956	"RS_GCF_022179465.1"	1	1.0	1.11	0	0	47.0	0.9787	0.489	0.511	19	0.0	1	"394956:RS_GCF_022179465.1:subspecies;394954:s__Methylobacterium organophilum:species;251232:g__Methylobacterium:genus;251231:f__Beijerinckiaceae:family;161314:o__Rhizobiales:order;159315:c__Alphaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
