TaxNodeID	TaxName	TotalReads	Duplicity	MeanDust	Damage+1	Damage-1	MeanLength	ANI	AvgReadGC	AvgRefGC	UniqueKmers	RatioDupKmers	TotalAlignments	taxpath
137197	"o__Burkholderiales"	4928	1.01	2.47	0.0136	0.0093	58.45	0.9799	0.641	0.645	147915	0.014	29985	"137197:o__Burkholderiales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
171647	"o__Actinomycetales"	4463	1.04	2.71	0.0067	0.006	63.97	0.9818	0.688	0.693	154430	0.038	11744	"171647:o__Actinomycetales:order;101056:c__Actinomycetia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
193415	"RS_GCF_002901845.1"	4224	1.06	2.64	0.0139	0.0115	67.75	0.9889	0.331	0.33	158154	0.058	4270	"193415:RS_GCF_002901845.1:subspecies;193293:s__Staphylococcus hominis:species;63361:g__Staphylococcus:genus;63360:f__Staphylococcaceae:family;63359:o__Staphylococcales:order;63358:c__Bacilli:class;63357:p__Bacillota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
193293	"s__Staphylococcus hominis"	4224	1.06	2.64	0.0139	0.0115	67.75	0.9889	0.331	0.33	158154	0.058	4270	"193293:s__Staphylococcus hominis:species;63361:g__Staphylococcus:genus;63360:f__Staphylococcaceae:family;63359:o__Staphylococcales:order;63358:c__Bacilli:class;63357:p__Bacillota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
108194	"f__Pseudomonadaceae"	3863	1.03	2.22	0.011	0.0114	58.9	0.9778	0.624	0.631	116148	0.027	40563	"108194:f__Pseudomonadaceae:family;108193:o__Pseudomonadales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
227326	"g__Bradyrhizobium"	3570	1.01	2.23	0.0103	0.0121	52.43	0.9716	0.633	0.64	86033	0.014	29245	"227326:g__Bradyrhizobium:genus;227325:f__Xanthobacteraceae:family;161314:o__Rhizobiales:order;159315:c__Alphaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
223509	"g__Sphingomonas"	3395	1.02	2.63	0.0105	0.0058	60.05	0.9804	0.664	0.67	106176	0.024	6050	"223509:g__Sphingomonas:genus;223508:f__Sphingomonadaceae:family;223507:o__Sphingomonadales:order;159315:c__Alphaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
175271	"g__Corynebacterium"	3381	1.03	2.32	0.0092	0.008	66.97	0.9807	0.628	0.63	127819	0.03	10308	"175271:g__Corynebacterium:genus;101058:f__Mycobacteriaceae:family;101057:o__Mycobacteriales:order;101056:c__Actinomycetia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
173790	"p__Bacteroidota"	3057	1.01	2.56	0.0152	0.0151	53.63	0.9838	0.389	0.395	77432	0.012	12873	"173790:p__Bacteroidota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
173791	"c__Bacteroidia"	3045	1.01	2.56	0.0153	0.0152	53.6	0.9838	0.388	0.394	76962	0.013	12859	"173791:c__Bacteroidia:class;173790:p__Bacteroidota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
115234	"f__Moraxellaceae"	2729	1.02	2.5	0.0174	0.016	51.2	0.9825	0.381	0.397	61959	0.021	13479	"115234:f__Moraxellaceae:family;108193:o__Pseudomonadales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
177469	"o__Xanthomonadales"	2332	1.03	2.64	0.0104	0.0073	61.12	0.979	0.673	0.677	75113	0.027	12843	"177469:o__Xanthomonadales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
115235	"g__Acinetobacter"	2296	1.02	2.54	0.0186	0.0177	49.88	0.9829	0.37	0.388	49269	0.019	11039	"115235:g__Acinetobacter:genus;115234:f__Moraxellaceae:family;108193:o__Pseudomonadales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
222536	"p__Cyanobacteriota"	2155	1.02	2.12	0.0066	0.0019	58.53	0.9929	0.407	0.405	64503	0.02	3182	"222536:p__Cyanobacteriota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
154229	"g__Pseudomonas_E"	2131	1.04	2.2	0.0101	0.0125	59.46	0.9782	0.612	0.62	64629	0.036	17010	"154229:g__Pseudomonas_E:genus;108194:f__Pseudomonadaceae:family;108193:o__Pseudomonadales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
222537	"c__Cyanobacteriia"	2083	1.02	2.13	0.0046	0.002	58.54	0.9931	0.403	0.401	62248	0.022	3103	"222537:c__Cyanobacteriia:class;222536:p__Cyanobacteriota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
224374	"o__Cyanobacteriales"	2066	1.02	2.13	0.0044	0.002	58.62	0.9932	0.402	0.4	61910	0.021	2967	"224374:o__Cyanobacteriales:order;222537:c__Cyanobacteriia:class;222536:p__Cyanobacteriota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
177470	"f__Xanthomonadaceae"	2029	1.03	2.66	0.0115	0.0083	61.83	0.9801	0.675	0.679	66716	0.028	10251	"177470:f__Xanthomonadaceae:family;177469:o__Xanthomonadales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
240194	"f__Nostocaceae"	1970	1.02	2.14	0.0047	0.0021	58.74	0.9942	0.4	0.398	59223	0.022	2774	"240194:f__Nostocaceae:family;224374:o__Cyanobacteriales:order;222537:c__Cyanobacteriia:class;222536:p__Cyanobacteriota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
363761	"g__Calothrix"	1919	1.02	2.14	0.0	0.0022	58.91	0.9946	0.399	0.398	57909	0.024	2504	"363761:g__Calothrix:genus;240194:f__Nostocaceae:family;224374:o__Cyanobacteriales:order;222537:c__Cyanobacteriia:class;222536:p__Cyanobacteriota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
233990	"f__Burkholderiaceae_B"	1867	1.02	2.51	0.0197	0.0096	58.28	0.9787	0.657	0.662	55692	0.015	8342	"233990:f__Burkholderiaceae_B:family;137197:o__Burkholderiales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
363764	"RS_GCF_002368415.1"	1691	1.03	2.16	0.0	0.0	59.42	0.9969	0.397	0.396	51819	0.025	1781	"363764:RS_GCF_002368415.1:subspecies;363762:s__Calothrix sp002368415:species;363761:g__Calothrix:genus;240194:f__Nostocaceae:family;224374:o__Cyanobacteriales:order;222537:c__Cyanobacteriia:class;222536:p__Cyanobacteriota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
363762	"s__Calothrix sp002368415"	1691	1.03	2.16	0.0	0.0	59.42	0.9969	0.397	0.396	51819	0.025	1781	"363762:s__Calothrix sp002368415:species;363761:g__Calothrix:genus;240194:f__Nostocaceae:family;224374:o__Cyanobacteriales:order;222537:c__Cyanobacteriia:class;222536:p__Cyanobacteriota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
147451	"f__Burkholderiaceae"	1627	1.01	2.46	0.0084	0.0088	58.02	0.9797	0.637	0.641	48378	0.009	10634	"147451:f__Burkholderiaceae:family;137197:o__Burkholderiales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
145555	"o__Enterobacterales_A"	1620	1.01	2.11	0.0198	0.0129	50.37	0.9817	0.493	0.508	35902	0.01	5471	"145555:o__Enterobacterales_A:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
190476	"o__Flavobacteriales"	1590	1.01	2.91	0.0218	0.0181	53.28	0.9808	0.336	0.344	39838	0.009	7395	"190476:o__Flavobacteriales:order;173791:c__Bacteroidia:class;173790:p__Bacteroidota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
187121	"f__Micrococcaceae"	1558	1.03	2.67	0.0077	0.0015	63.38	0.9839	0.69	0.693	53623	0.027	2636	"187121:f__Micrococcaceae:family;171647:o__Actinomycetales:order;101056:c__Actinomycetia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
206791	"f__Weeksellaceae"	1147	1.01	2.7	0.023	0.0191	58.24	0.9813	0.353	0.354	34250	0.013	4308	"206791:f__Weeksellaceae:family;190476:o__Flavobacteriales:order;173791:c__Bacteroidia:class;173790:p__Bacteroidota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
219704	"f__Microbacteriaceae"	1130	1.02	2.72	0.0038	0.0061	62.85	0.9815	0.688	0.692	38590	0.02	3896	"219704:f__Microbacteriaceae:family;171647:o__Actinomycetales:order;101056:c__Actinomycetia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
156221	"RS_GCF_006742205.1"	1113	1.02	2.55	0.0051	0.0218	66.94	0.9886	0.339	0.338	42547	0.018	1129	"156221:RS_GCF_006742205.1:subspecies;155621:s__Staphylococcus epidermidis:species;63361:g__Staphylococcus:genus;63360:f__Staphylococcaceae:family;63359:o__Staphylococcales:order;63358:c__Bacilli:class;63357:p__Bacillota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
155621	"s__Staphylococcus epidermidis"	1113	1.02	2.55	0.0051	0.0218	66.94	0.9886	0.339	0.338	42547	0.018	1129	"155621:s__Staphylococcus epidermidis:species;63361:g__Staphylococcus:genus;63360:f__Staphylococcaceae:family;63359:o__Staphylococcales:order;63358:c__Bacilli:class;63357:p__Bacillota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
274399	"f__Pseudonocardiaceae"	1074	1.03	2.71	0.0076	0.0102	55.02	0.9735	0.704	0.707	28154	0.03	2427	"274399:f__Pseudonocardiaceae:family;101057:o__Mycobacteriales:order;101056:c__Actinomycetia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
92156	"o__Lactobacillales"	1046	1.04	2.22	0.0172	0.0143	61.67	0.9841	0.406	0.406	33900	0.037	9629	"92156:o__Lactobacillales:order;63358:c__Bacilli:class;63357:p__Bacillota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
231992	"o__Caulobacterales"	948	1.02	2.59	0.0026	0.0049	58.23	0.9854	0.676	0.682	28033	0.022	2896	"231992:o__Caulobacterales:order;159315:c__Alphaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
161315	"f__Rhizobiaceae"	935	1.04	2.12	0.0103	0.0168	58.67	0.9796	0.606	0.609	27579	0.038	3706	"161315:f__Rhizobiaceae:family;161314:o__Rhizobiales:order;159315:c__Alphaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
231993	"f__Caulobacteraceae"	893	1.02	2.6	0.0028	0.0052	58.38	0.9852	0.678	0.683	26581	0.02	2794	"231993:f__Caulobacteraceae:family;231992:o__Caulobacterales:order;159315:c__Alphaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
500266	"GB_GCA_017304635.1"	876	1.05	2.8	0.0083	0.0029	63.7	0.98	0.67	0.675	29866	0.045	876	"500266:GB_GCA_017304635.1:subspecies;500265:s__Sphingomonas sp017304635:species;223509:g__Sphingomonas:genus;223508:f__Sphingomonadaceae:family;223507:o__Sphingomonadales:order;159315:c__Alphaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
500265	"s__Sphingomonas sp017304635"	876	1.05	2.8	0.0083	0.0029	63.7	0.98	0.67	0.675	29866	0.045	876	"500265:s__Sphingomonas sp017304635:species;223509:g__Sphingomonas:genus;223508:f__Sphingomonadaceae:family;223507:o__Sphingomonadales:order;159315:c__Alphaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
108195	"g__Pseudomonas"	805	1.02	2.36	0.0105	0.0105	62.59	0.9775	0.649	0.655	27261	0.021	3444	"108195:g__Pseudomonas:genus;108194:f__Pseudomonadaceae:family;108193:o__Pseudomonadales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
14528	"f__Enterobacteriaceae"	803	1.03	2.18	0.0085	0.0074	58.06	0.9809	0.524	0.541	23516	0.026	5502	"14528:f__Enterobacteriaceae:family;14527:o__Enterobacterales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
14527	"o__Enterobacterales"	803	1.03	2.18	0.0085	0.0074	58.06	0.9809	0.524	0.541	23516	0.026	5502	"14527:o__Enterobacterales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
251231	"f__Beijerinckiaceae"	789	1.02	2.56	0.0076	0.0123	58.22	0.9774	0.679	0.683	23453	0.016	3611	"251231:f__Beijerinckiaceae:family;161314:o__Rhizobiales:order;159315:c__Alphaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
274400	"g__Pseudonocardia"	786	1.03	2.77	0.0107	0.0079	54.77	0.9752	0.708	0.711	20395	0.031	1345	"274400:g__Pseudonocardia:genus;274399:f__Pseudonocardiaceae:family;101057:o__Mycobacteriales:order;101056:c__Actinomycetia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
243063	"f__Dermatophilaceae"	784	1.04	2.81	0.007	0.0123	66.09	0.9804	0.705	0.707	28778	0.036	1411	"243063:f__Dermatophilaceae:family;171647:o__Actinomycetales:order;101056:c__Actinomycetia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
270168	"g__Afipia"	684	1.03	2.12	0.0046	0.0074	52.37	0.9819	0.61	0.616	16146	0.031	1194	"270168:g__Afipia:genus;227325:f__Xanthobacteraceae:family;161314:o__Rhizobiales:order;159315:c__Alphaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
273941	"g__Pseudoxanthomonas_A"	680	1.02	2.74	0.0065	0.0006	63.6	0.9791	0.681	0.685	23639	0.023	1481	"273941:g__Pseudoxanthomonas_A:genus;177470:f__Xanthomonadaceae:family;177469:o__Xanthomonadales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
198019	"f__Rhodobacteraceae"	656	1.03	2.77	0.0224	0.0038	60.5	0.9809	0.663	0.665	20668	0.031	1688	"198019:f__Rhodobacteraceae:family;198018:o__Rhodobacterales:order;159315:c__Alphaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
198018	"o__Rhodobacterales"	656	1.03	2.77	0.0224	0.0038	60.5	0.9809	0.663	0.665	20668	0.031	1688	"198018:o__Rhodobacterales:order;159315:c__Alphaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
323494	"g__Epilithonimonas"	618	1.02	2.66	0.0196	0.0214	60.96	0.9819	0.355	0.356	20009	0.018	1769	"323494:g__Epilithonimonas:genus;206791:f__Weeksellaceae:family;190476:o__Flavobacteriales:order;173791:c__Bacteroidia:class;173790:p__Bacteroidota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
347180	"RS_GCF_016820445.1"	616	1.03	2.74	0.0082	0.0045	63.39	0.9791	0.678	0.685	21083	0.033	616	"347180:RS_GCF_016820445.1:subspecies;347179:s__Sphingomonas sp016820445:species;223509:g__Sphingomonas:genus;223508:f__Sphingomonadaceae:family;223507:o__Sphingomonadales:order;159315:c__Alphaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
347179	"s__Sphingomonas sp016820445"	616	1.03	2.74	0.0082	0.0045	63.39	0.9791	0.678	0.685	21083	0.033	616	"347179:s__Sphingomonas sp016820445:species;223509:g__Sphingomonas:genus;223508:f__Sphingomonadaceae:family;223507:o__Sphingomonadales:order;159315:c__Alphaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
233595	"o__Deinococcales"	611	1.02	2.42	0.0071	0.0	55.71	0.9804	0.633	0.639	16636	0.017	1737	"233595:o__Deinococcales:order;233594:c__Deinococci:class;233593:p__Deinococcota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
233594	"c__Deinococci"	611	1.02	2.42	0.0071	0.0	55.71	0.9804	0.633	0.639	16636	0.017	1737	"233594:c__Deinococci:class;233593:p__Deinococcota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
233593	"p__Deinococcota"	611	1.02	2.42	0.0071	0.0	55.71	0.9804	0.633	0.639	16636	0.017	1737	"233593:p__Deinococcota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
251232	"g__Methylobacterium"	592	1.02	2.6	0.0056	0.0129	58.62	0.9767	0.688	0.692	17778	0.019	2875	"251232:g__Methylobacterium:genus;251231:f__Beijerinckiaceae:family;161314:o__Rhizobiales:order;159315:c__Alphaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
248460	"f__Rhodocyclaceae"	571	1.01	2.51	0.0131	0.0051	62.27	0.9845	0.655	0.66	19339	0.012	939	"248460:f__Rhodocyclaceae:family;137197:o__Burkholderiales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
199302	"g__Ralstonia"	558	1.01	2.36	0.0072	0.0057	59.97	0.9824	0.636	0.641	17697	0.008	1808	"199302:g__Ralstonia:genus;147451:f__Burkholderiaceae:family;137197:o__Burkholderiales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
225214	"f__Alteromonadaceae"	552	1.01	2.26	0.0283	0.0109	42.37	0.9825	0.42	0.438	7879	0.007	1665	"225214:f__Alteromonadaceae:family;145555:o__Enterobacterales_A:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
317738	"g__Janibacter"	546	1.04	2.84	0.0101	0.0091	68.68	0.9811	0.709	0.71	21457	0.034	834	"317738:g__Janibacter:genus;243063:f__Dermatophilaceae:family;171647:o__Actinomycetales:order;101056:c__Actinomycetia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
366433	"GB_GCA_001899645.1"	543	1.02	2.77	0.015	0.0045	54.74	0.9765	0.709	0.712	14182	0.023	545	"366433:GB_GCA_001899645.1:subspecies;366431:s__Pseudonocardia sp001899645:species;274400:g__Pseudonocardia:genus;274399:f__Pseudonocardiaceae:family;101057:o__Mycobacteriales:order;101056:c__Actinomycetia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
366431	"s__Pseudonocardia sp001899645"	543	1.02	2.77	0.015	0.0045	54.74	0.9765	0.709	0.712	14182	0.023	545	"366431:s__Pseudonocardia sp001899645:species;274400:g__Pseudonocardia:genus;274399:f__Pseudonocardiaceae:family;101057:o__Mycobacteriales:order;101056:c__Actinomycetia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
227389	"g__Rothia"	518	1.03	2.74	0.0	0.0	68.61	0.9845	0.686	0.689	20422	0.029	638	"227389:g__Rothia:genus;187121:f__Micrococcaceae:family;171647:o__Actinomycetales:order;101056:c__Actinomycetia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
233596	"f__Thermaceae"	507	1.02	2.44	0.0029	0.0	55.81	0.981	0.629	0.636	13795	0.022	1462	"233596:f__Thermaceae:family;233595:o__Deinococcales:order;233594:c__Deinococci:class;233593:p__Deinococcota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
270462	"f__Nocardioidaceae"	506	1.04	2.76	0.015	0.0053	61.13	0.9752	0.709	0.711	16193	0.034	1862	"270462:f__Nocardioidaceae:family;177040:o__Propionibacteriales:order;101056:c__Actinomycetia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
235547	"f__Sphingobacteriaceae"	494	1.0	2.1	0.0168	0.0141	50.91	0.9891	0.447	0.45	11279	0.004	808	"235547:f__Sphingobacteriaceae:family;235546:o__Sphingobacteriales:order;173791:c__Bacteroidia:class;173790:p__Bacteroidota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
