TaxNodeID	TaxName	TotalReads	Duplicity	MeanDust	Damage+1	Damage-1	MeanLength	ANI	AvgReadGC	AvgRefGC	UniqueKmers	RatioDupKmers	TotalAlignments	taxpath
193293	"s__Staphylococcus hominis"	20899	1.19	2.96	0.0033	0.0032	68.98	0.9944	0.313	0.313	717797	0.162	20923	"193293:s__Staphylococcus hominis:species;63361:g__Staphylococcus:genus;63360:f__Staphylococcaceae:family;63359:o__Staphylococcales:order;63358:c__Bacilli:class;63357:p__Bacillota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
92156	"o__Lactobacillales"	19246	1.12	2.1	0.0129	0.0112	64.86	0.9854	0.438	0.437	633387	0.107	55466	"92156:o__Lactobacillales:order;63358:c__Bacilli:class;63357:p__Bacillota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
165659	"f__Lactobacillaceae"	17806	1.13	2.07	0.013	0.0106	64.47	0.9857	0.441	0.44	574902	0.115	40006	"165659:f__Lactobacillaceae:family;92156:o__Lactobacillales:order;63358:c__Bacilli:class;63357:p__Bacillota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
159315	"c__Alphaproteobacteria"	17559	1.02	2.39	0.0101	0.0077	57.85	0.9783	0.645	0.65	512850	0.021	148253	"159315:c__Alphaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
285038	"GB_GCA_900156035.1"	16762	1.76	2.8	0.0102	0.0088	104.66	0.9833	0.649	0.651	731409	0.431	16859	"285038:GB_GCA_900156035.1:subspecies;285032:s__Corynebacterium afermentans:species;175271:g__Corynebacterium:genus;101058:f__Mycobacteriaceae:family;101057:o__Mycobacteriales:order;101056:c__Actinomycetia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
285032	"s__Corynebacterium afermentans"	16762	1.76	2.8	0.0102	0.0088	104.66	0.9833	0.649	0.651	731409	0.431	16859	"285032:s__Corynebacterium afermentans:species;175271:g__Corynebacterium:genus;101058:f__Mycobacteriaceae:family;101057:o__Mycobacteriales:order;101056:c__Actinomycetia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
14526	"c__Gammaproteobacteria"	16596	1.06	2.37	0.0151	0.0116	58.3	0.9804	0.543	0.547	473937	0.058	130091	"14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
337648	"RS_GCF_012396315.1"	16017	1.2	2.58	0.0071	0.0081	86.56	0.9826	0.658	0.66	782914	0.165	16058	"337648:RS_GCF_012396315.1:subspecies;337645:s__Corynebacterium mucifaciens:species;175271:g__Corynebacterium:genus;101058:f__Mycobacteriaceae:family;101057:o__Mycobacteriales:order;101056:c__Actinomycetia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
337645	"s__Corynebacterium mucifaciens"	16017	1.2	2.58	0.0071	0.0081	86.56	0.9826	0.658	0.66	782914	0.165	16058	"337645:s__Corynebacterium mucifaciens:species;175271:g__Corynebacterium:genus;101058:f__Mycobacteriaceae:family;101057:o__Mycobacteriales:order;101056:c__Actinomycetia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
208734	"g__Leuconostoc"	15892	1.13	2.05	0.0125	0.0107	64.22	0.9858	0.445	0.444	508854	0.116	28179	"208734:g__Leuconostoc:genus;165659:f__Lactobacillaceae:family;92156:o__Lactobacillales:order;63358:c__Bacilli:class;63357:p__Bacillota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
177040	"o__Propionibacteriales"	13340	1.08	2.01	0.0074	0.0037	65.41	0.9923	0.604	0.605	463652	0.071	17110	"177040:o__Propionibacteriales:order;101056:c__Actinomycetia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
177041	"f__Propionibacteriaceae"	13190	1.08	2.01	0.0075	0.0037	65.48	0.9926	0.603	0.604	459351	0.071	16443	"177041:f__Propionibacteriaceae:family;177040:o__Propionibacteriales:order;101056:c__Actinomycetia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
177042	"g__Cutibacterium"	13088	1.07	2.01	0.0075	0.0037	65.59	0.9927	0.603	0.603	457706	0.07	16093	"177042:g__Cutibacterium:genus;177041:f__Propionibacteriaceae:family;177040:o__Propionibacteriales:order;101056:c__Actinomycetia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
177258	"RS_GCF_003030305.1"	10455	1.07	2.0	0.0069	0.0028	66.75	0.9949	0.601	0.601	378884	0.065	10484	"177258:RS_GCF_003030305.1:subspecies;177043:s__Cutibacterium acnes:species;177042:g__Cutibacterium:genus;177041:f__Propionibacteriaceae:family;177040:o__Propionibacteriales:order;101056:c__Actinomycetia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
177043	"s__Cutibacterium acnes"	10455	1.07	2.0	0.0069	0.0028	66.75	0.9949	0.601	0.601	378884	0.065	10484	"177043:s__Cutibacterium acnes:species;177042:g__Cutibacterium:genus;177041:f__Propionibacteriaceae:family;177040:o__Propionibacteriales:order;101056:c__Actinomycetia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
161314	"o__Rhizobiales"	8638	1.02	2.25	0.0105	0.0092	54.91	0.9752	0.634	0.638	228272	0.018	81894	"161314:o__Rhizobiales:order;159315:c__Alphaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
108193	"o__Pseudomonadales"	7038	1.05	2.32	0.0167	0.0114	60.45	0.9817	0.465	0.473	218453	0.043	55417	"108193:o__Pseudomonadales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
248549	"RS_GCF_014651235.1"	6656	1.1	1.99	0.0116	0.0111	64.16	0.9903	0.458	0.458	219605	0.087	6680	"248549:RS_GCF_014651235.1:subspecies;248546:s__Leuconostoc lactis:species;208734:g__Leuconostoc:genus;165659:f__Lactobacillaceae:family;92156:o__Lactobacillales:order;63358:c__Bacilli:class;63357:p__Bacillota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
248546	"s__Leuconostoc lactis"	6656	1.1	1.99	0.0116	0.0111	64.16	0.9903	0.458	0.458	219605	0.087	6680	"248546:s__Leuconostoc lactis:species;208734:g__Leuconostoc:genus;165659:f__Lactobacillaceae:family;92156:o__Lactobacillales:order;63358:c__Bacilli:class;63357:p__Bacillota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
227325	"f__Xanthobacteraceae"	6407	1.01	2.21	0.011	0.0097	54.44	0.9742	0.629	0.634	167013	0.014	63762	"227325:f__Xanthobacteraceae:family;161314:o__Rhizobiales:order;159315:c__Alphaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
223508	"f__Sphingomonadaceae"	5645	1.04	2.56	0.0104	0.0079	62.17	0.9802	0.656	0.661	186023	0.036	19881	"223508:f__Sphingomonadaceae:family;223507:o__Sphingomonadales:order;159315:c__Alphaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
223507	"o__Sphingomonadales"	5645	1.04	2.56	0.0104	0.0079	62.17	0.9802	0.656	0.661	186023	0.036	19881	"223507:o__Sphingomonadales:order;159315:c__Alphaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
115234	"f__Moraxellaceae"	5162	1.05	2.34	0.0191	0.0124	61.36	0.9824	0.411	0.421	164490	0.045	34887	"115234:f__Moraxellaceae:family;108193:o__Pseudomonadales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
115235	"g__Acinetobacter"	4691	1.04	2.35	0.0201	0.011	61.75	0.9827	0.407	0.418	151615	0.042	32244	"115235:g__Acinetobacter:genus;115234:f__Moraxellaceae:family;108193:o__Pseudomonadales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
227326	"g__Bradyrhizobium"	4381	1.01	2.25	0.0111	0.01	55.42	0.9721	0.634	0.639	118608	0.013	37581	"227326:g__Bradyrhizobium:genus;227325:f__Xanthobacteraceae:family;161314:o__Rhizobiales:order;159315:c__Alphaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
137197	"o__Burkholderiales"	4081	1.11	2.48	0.0156	0.0126	57.79	0.9789	0.623	0.623	109925	0.096	22715	"137197:o__Burkholderiales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
223509	"g__Sphingomonas"	4004	1.04	2.66	0.0119	0.0071	64.47	0.9805	0.663	0.668	140742	0.036	7267	"223509:g__Sphingomonas:genus;223508:f__Sphingomonadaceae:family;223507:o__Sphingomonadales:order;159315:c__Alphaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
171647	"o__Actinomycetales"	3456	1.05	2.65	0.0042	0.0058	64.23	0.9826	0.678	0.679	119674	0.044	8747	"171647:o__Actinomycetales:order;101056:c__Actinomycetia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
173790	"p__Bacteroidota"	3176	1.03	2.44	0.0128	0.0121	55.47	0.9843	0.413	0.421	84994	0.026	10849	"173790:p__Bacteroidota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
173791	"c__Bacteroidia"	3091	1.03	2.45	0.0131	0.0101	54.93	0.9842	0.409	0.416	80950	0.028	10751	"173791:c__Bacteroidia:class;173790:p__Bacteroidota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
177469	"o__Xanthomonadales"	2359	1.02	2.51	0.0121	0.0094	58.54	0.9793	0.655	0.657	70803	0.017	17992	"177469:o__Xanthomonadales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
177470	"f__Xanthomonadaceae"	1994	1.02	2.51	0.0123	0.0095	58.43	0.9812	0.657	0.661	59714	0.016	14463	"177470:f__Xanthomonadaceae:family;177469:o__Xanthomonadales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
14528	"f__Enterobacteriaceae"	1936	1.02	2.12	0.0133	0.0148	58.32	0.9809	0.55	0.555	57446	0.021	16258	"14528:f__Enterobacteriaceae:family;14527:o__Enterobacterales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
14527	"o__Enterobacterales"	1936	1.02	2.12	0.0133	0.0148	58.32	0.9809	0.55	0.555	57446	0.021	16258	"14527:o__Enterobacterales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
108194	"f__Pseudomonadaceae"	1746	1.02	2.28	0.0112	0.0079	58.34	0.9797	0.621	0.629	51695	0.024	18634	"108194:f__Pseudomonadaceae:family;108193:o__Pseudomonadales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
187121	"f__Micrococcaceae"	1358	1.02	2.6	0.0022	0.0035	64.84	0.9846	0.678	0.677	48832	0.024	2370	"187121:f__Micrococcaceae:family;171647:o__Actinomycetales:order;101056:c__Actinomycetia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
147451	"f__Burkholderiaceae"	1342	1.03	2.42	0.0078	0.0116	55.04	0.9805	0.638	0.642	35097	0.033	8483	"147451:f__Burkholderiaceae:family;137197:o__Burkholderiales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
462402	"RS_GCF_015351335.1"	1280	1.49	2.78	0.0153	0.0088	102.82	0.9657	0.653	0.658	64137	0.33	1282	"462402:RS_GCF_015351335.1:subspecies;462401:s__Corynebacterium lipophilum:species;175271:g__Corynebacterium:genus;101058:f__Mycobacteriaceae:family;101057:o__Mycobacteriales:order;101056:c__Actinomycetia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
462401	"s__Corynebacterium lipophilum"	1280	1.49	2.78	0.0153	0.0088	102.82	0.9657	0.653	0.658	64137	0.33	1282	"462401:s__Corynebacterium lipophilum:species;175271:g__Corynebacterium:genus;101058:f__Mycobacteriaceae:family;101057:o__Mycobacteriales:order;101056:c__Actinomycetia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
233990	"f__Burkholderiaceae_B"	1226	1.03	2.43	0.0158	0.0102	56.43	0.9785	0.655	0.66	33858	0.029	5400	"233990:f__Burkholderiaceae_B:family;137197:o__Burkholderiales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
190476	"o__Flavobacteriales"	1196	1.03	2.95	0.0266	0.0145	55.02	0.981	0.341	0.352	31266	0.032	5535	"190476:o__Flavobacteriales:order;173791:c__Bacteroidia:class;173790:p__Bacteroidota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
274399	"f__Pseudonocardiaceae"	1160	1.02	2.71	0.0054	0.0068	59.35	0.974	0.705	0.708	35491	0.024	2399	"274399:f__Pseudonocardiaceae:family;101057:o__Mycobacteriales:order;101056:c__Actinomycetia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
177471	"g__Xanthomonas"	1065	1.02	2.44	0.0096	0.0098	58.01	0.985	0.647	0.651	31249	0.022	3862	"177471:g__Xanthomonas:genus;177470:f__Xanthomonadaceae:family;177469:o__Xanthomonadales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
500266	"GB_GCA_017304635.1"	1028	1.04	2.78	0.0226	0.012	68.52	0.9796	0.667	0.672	39872	0.043	1028	"500266:GB_GCA_017304635.1:subspecies;500265:s__Sphingomonas sp017304635:species;223509:g__Sphingomonas:genus;223508:f__Sphingomonadaceae:family;223507:o__Sphingomonadales:order;159315:c__Alphaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
500265	"s__Sphingomonas sp017304635"	1028	1.04	2.78	0.0226	0.012	68.52	0.9796	0.667	0.672	39872	0.043	1028	"500265:s__Sphingomonas sp017304635:species;223509:g__Sphingomonas:genus;223508:f__Sphingomonadaceae:family;223507:o__Sphingomonadales:order;159315:c__Alphaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
219704	"f__Microbacteriaceae"	995	1.04	2.69	0.001	0.01	61.95	0.9815	0.687	0.691	32634	0.034	3012	"219704:f__Microbacteriaceae:family;171647:o__Actinomycetales:order;101056:c__Actinomycetia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
274400	"g__Pseudonocardia"	915	1.03	2.73	0.0026	0.0056	59.49	0.9753	0.71	0.712	28086	0.025	1386	"274400:g__Pseudonocardia:genus;274399:f__Pseudonocardiaceae:family;101057:o__Mycobacteriales:order;101056:c__Actinomycetia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
347180	"RS_GCF_016820445.1"	881	1.03	2.79	0.0057	0.0029	66.88	0.9802	0.676	0.68	33300	0.028	881	"347180:RS_GCF_016820445.1:subspecies;347179:s__Sphingomonas sp016820445:species;223509:g__Sphingomonas:genus;223508:f__Sphingomonadaceae:family;223507:o__Sphingomonadales:order;159315:c__Alphaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
347179	"s__Sphingomonas sp016820445"	881	1.03	2.79	0.0057	0.0029	66.88	0.9802	0.676	0.68	33300	0.028	881	"347179:s__Sphingomonas sp016820445:species;223509:g__Sphingomonas:genus;223508:f__Sphingomonadaceae:family;223507:o__Sphingomonadales:order;159315:c__Alphaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
235547	"f__Sphingobacteriaceae"	875	1.02	2.01	0.0022	0.0149	52.6	0.989	0.446	0.445	21099	0.02	1582	"235547:f__Sphingobacteriaceae:family;235546:o__Sphingobacteriales:order;173791:c__Bacteroidia:class;173790:p__Bacteroidota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
235546	"o__Sphingobacteriales"	875	1.02	2.01	0.0022	0.0149	52.6	0.989	0.446	0.445	21099	0.02	1582	"235546:o__Sphingobacteriales:order;173791:c__Bacteroidia:class;173790:p__Bacteroidota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
416323	"g__Antrihabitans"	862	1.02	2.07	0.0177	0.0104	44.9	0.9784	0.607	0.611	14230	0.023	906	"416323:g__Antrihabitans:genus;101058:f__Mycobacteriaceae:family;101057:o__Mycobacteriales:order;101056:c__Actinomycetia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
221299	"g__Latilactobacillus"	857	1.05	2.16	0.0338	0.0071	68.68	0.9905	0.419	0.418	33210	0.047	1174	"221299:g__Latilactobacillus:genus;165659:f__Lactobacillaceae:family;92156:o__Lactobacillales:order;63358:c__Bacilli:class;63357:p__Bacillota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
461338	"RS_GCF_012932915.1"	839	1.02	2.09	0.0179	0.0107	45.05	0.9781	0.608	0.611	14059	0.017	846	"461338:RS_GCF_012932915.1:subspecies;461337:s__Antrihabitans stalactiti:species;416323:g__Antrihabitans:genus;101058:f__Mycobacteriaceae:family;101057:o__Mycobacteriales:order;101056:c__Actinomycetia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
461337	"s__Antrihabitans stalactiti"	839	1.02	2.09	0.0179	0.0107	45.05	0.9781	0.608	0.611	14059	0.017	846	"461337:s__Antrihabitans stalactiti:species;416323:g__Antrihabitans:genus;101058:f__Mycobacteriaceae:family;101057:o__Mycobacteriales:order;101056:c__Actinomycetia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
281909	"g__Mucilaginibacter"	785	1.02	1.97	0.0024	0.0162	52.68	0.9891	0.453	0.452	19045	0.017	1280	"281909:g__Mucilaginibacter:genus;235547:f__Sphingobacteriaceae:family;235546:o__Sphingobacteriales:order;173791:c__Bacteroidia:class;173790:p__Bacteroidota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
231992	"o__Caulobacterales"	768	1.03	2.67	0.0048	0.0011	60.95	0.9897	0.681	0.686	24683	0.025	1868	"231992:o__Caulobacterales:order;159315:c__Alphaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
328663	"RS_GCF_013978595.1"	746	1.53	2.74	0.0061	0.0144	104.45	0.9688	0.641	0.645	37169	0.348	926	"328663:RS_GCF_013978595.1:subspecies;328662:s__Corynebacterium haemomassiliense:species;175271:g__Corynebacterium:genus;101058:f__Mycobacteriaceae:family;101057:o__Mycobacteriales:order;101056:c__Actinomycetia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
328662	"s__Corynebacterium haemomassiliense"	746	1.53	2.74	0.0061	0.0144	104.45	0.9688	0.641	0.645	37169	0.348	926	"328662:s__Corynebacterium haemomassiliense:species;175271:g__Corynebacterium:genus;101058:f__Mycobacteriaceae:family;101057:o__Mycobacteriales:order;101056:c__Actinomycetia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
270168	"g__Afipia"	742	1.02	2.13	0.008	0.0117	54.92	0.9832	0.606	0.61	19510	0.023	1296	"270168:g__Afipia:genus;227325:f__Xanthobacteraceae:family;161314:o__Rhizobiales:order;159315:c__Alphaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
108195	"g__Pseudomonas"	726	1.02	2.38	0.0159	0.0094	61.18	0.9818	0.651	0.655	23544	0.023	2329	"108195:g__Pseudomonas:genus;108194:f__Pseudomonadaceae:family;108193:o__Pseudomonadales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
161315	"f__Rhizobiaceae"	720	1.03	2.21	0.0042	0.0001	58.41	0.983	0.613	0.615	21252	0.029	2785	"161315:f__Rhizobiaceae:family;161314:o__Rhizobiales:order;159315:c__Alphaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
231993	"f__Caulobacteraceae"	719	1.03	2.66	0.0051	0.0012	61.12	0.9898	0.683	0.687	23190	0.026	1804	"231993:f__Caulobacteraceae:family;231992:o__Caulobacterales:order;159315:c__Alphaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
207714	"RS_GCF_000007145.1"	719	1.02	2.47	0.0038	0.009	59.14	0.9902	0.652	0.656	21884	0.023	719	"207714:RS_GCF_000007145.1:subspecies;207651:s__Xanthomonas campestris:species;177471:g__Xanthomonas:genus;177470:f__Xanthomonadaceae:family;177469:o__Xanthomonadales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
207651	"s__Xanthomonas campestris"	719	1.02	2.47	0.0038	0.009	59.14	0.9902	0.652	0.656	21884	0.023	719	"207651:s__Xanthomonas campestris:species;177471:g__Xanthomonas:genus;177470:f__Xanthomonadaceae:family;177469:o__Xanthomonadales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
251231	"f__Beijerinckiaceae"	716	1.0	2.55	0.0032	0.0067	56.96	0.977	0.684	0.688	20733	0.0	3166	"251231:f__Beijerinckiaceae:family;161314:o__Rhizobiales:order;159315:c__Alphaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
206791	"f__Weeksellaceae"	694	1.03	2.67	0.0189	0.0085	56.39	0.9813	0.361	0.361	19203	0.025	2907	"206791:f__Weeksellaceae:family;190476:o__Flavobacteriales:order;173791:c__Bacteroidia:class;173790:p__Bacteroidota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
366433	"GB_GCA_001899645.1"	689	1.03	2.75	0.0034	0.0075	59.63	0.9767	0.712	0.713	21077	0.033	692	"366433:GB_GCA_001899645.1:subspecies;366431:s__Pseudonocardia sp001899645:species;274400:g__Pseudonocardia:genus;274399:f__Pseudonocardiaceae:family;101057:o__Mycobacteriales:order;101056:c__Actinomycetia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
366431	"s__Pseudonocardia sp001899645"	689	1.03	2.75	0.0034	0.0075	59.63	0.9767	0.712	0.713	21077	0.033	692	"366431:s__Pseudonocardia sp001899645:species;274400:g__Pseudonocardia:genus;274399:f__Pseudonocardiaceae:family;101057:o__Mycobacteriales:order;101056:c__Actinomycetia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
154229	"g__Pseudomonas_E"	687	1.03	2.17	0.0097	0.0076	57.22	0.9795	0.583	0.597	19506	0.028	7647	"154229:g__Pseudomonas_E:genus;108194:f__Pseudomonadaceae:family;108193:o__Pseudomonadales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
