TaxNodeID	TaxName	TotalReads	Duplicity	MeanDust	Damage+1	Damage-1	MeanLength	ANI	AvgReadGC	AvgRefGC	UniqueKmers	RatioDupKmers	TotalAlignments	PMDsover2	PMDSover4	taxpath
445985	"g__PALSA-1336"	2	1.0	2.55	0.0	0.0	55.0	0.955	0.333	0.355	54	0.0	2	0.0	0.0	"445985:g__PALSA-1336:genus;298903:f__UBA920:family;295443:o__UBA920:order;295442:c__Doudnabacteria:class;249843:p__Patescibacteria:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
324883	"GB_GCA_016704445.1"	2	1.0	2.51	0.0	0.0	56.5	0.9754	0.707	0.708	57	0.0	2	0.0	0.0	"324883:GB_GCA_016704445.1:subspecies;324880:s__SCUS01 sp016704445:species;324879:g__SCUS01:genus;324878:f__Ga0077539:family;287031:o__Polyangiales:order;287030:c__Polyangia:class;257763:p__Myxococcota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
324880	"s__SCUS01 sp016704445"	2	1.0	2.51	0.0	0.0	56.5	0.9754	0.707	0.708	57	0.0	2	0.0	0.0	"324880:s__SCUS01 sp016704445:species;324879:g__SCUS01:genus;324878:f__Ga0077539:family;287031:o__Polyangiales:order;287030:c__Polyangia:class;257763:p__Myxococcota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
400847	"GB_GCA_013141505.1"	2	1.0	2.3	0.0	0.0	54.5	0.9881	0.389	0.413	53	0.0	2	0.0	0.0	"400847:GB_GCA_013141505.1:subspecies;400846:s__Methyloglobulus sp013141505:species;398731:g__Methyloglobulus:genus;243477:f__Methylomonadaceae:family;242215:o__Methylococcales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
400846	"s__Methyloglobulus sp013141505"	2	1.0	2.3	0.0	0.0	54.5	0.9881	0.389	0.413	53	0.0	2	0.0	0.0	"400846:s__Methyloglobulus sp013141505:species;398731:g__Methyloglobulus:genus;243477:f__Methylomonadaceae:family;242215:o__Methylococcales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
312037	"GB_GCA_003139795.1"	2	1.0	1.75	0	0.0	50.5	0.9602	0.598	0.614	45	0.0	2	0.0	0.0	"312037:GB_GCA_003139795.1:subspecies;312033:s__Terracidiphilus sp003139795:species;259505:g__Terracidiphilus:genus;259504:f__Acidobacteriaceae:family;253211:o__Terriglobales:order;251792:c__Terriglobia:class;232780:p__Acidobacteriota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
312033	"s__Terracidiphilus sp003139795"	2	1.0	1.75	0	0.0	50.5	0.9602	0.598	0.614	45	0.0	2	0.0	0.0	"312033:s__Terracidiphilus sp003139795:species;259505:g__Terracidiphilus:genus;259504:f__Acidobacteriaceae:family;253211:o__Terriglobales:order;251792:c__Terriglobia:class;232780:p__Acidobacteriota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
472312	"GB_GCA_016181465.1"	2	1.0	1.55	0	0.0	63.5	0.9806	0.536	0.528	71	0.0	2	0.5	0.0	"472312:GB_GCA_016181465.1:subspecies;472311:s__JACOZG01 sp016181465:species;472310:g__JACOZG01:genus;449045:f__JACOZG01:family;258297:o__UBA9983_A:order;249844:c__Paceibacteria:class;249843:p__Patescibacteria:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
472311	"s__JACOZG01 sp016181465"	2	1.0	1.55	0	0.0	63.5	0.9806	0.536	0.528	71	0.0	2	0.5	0.0	"472311:s__JACOZG01 sp016181465:species;472310:g__JACOZG01:genus;449045:f__JACOZG01:family;258297:o__UBA9983_A:order;249844:c__Paceibacteria:class;249843:p__Patescibacteria:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
472310	"g__JACOZG01"	2	1.0	1.55	0	0.0	63.5	0.9806	0.536	0.528	71	0.0	2	0.5	0.0	"472310:g__JACOZG01:genus;449045:f__JACOZG01:family;258297:o__UBA9983_A:order;249844:c__Paceibacteria:class;249843:p__Patescibacteria:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
